"","year","pnum","box_attempt","nestbox","species","clutch_size","April_lay","April_hatch","num_chicks","num_eggs_manipulated","number_fledged","adult_male","adult_female","incubation_period","test"
"22838",1998,"19981B90",1,"B90","BLUTI",12,22,NA,11,NA,10,NA,NA,NA,1
"22839",1998,"19981B91",1,"B91","BLUTI",8,32,53,8,NA,0,NA,NA,14,0
"22840",1998,"19981B92",1,"B92","BLUTI",7,29,50,7,NA,0,NA,NA,15,0
"22841",1998,"19981B93",1,"B93","BLUTI",9,27,46,9,NA,9,NA,NA,11,0
"22842",1998,"19981B96",1,"B96","BLUTI",10,26,49,10,NA,10,NA,NA,14,0
"22843",1998,"19981B97",1,"B97","BLUTI",9,22,45,9,NA,9,NA,NA,15,0
"22844",1998,"19981B98",1,"B98","BLUTI",8,26,54,7,NA,2,NA,NA,21,1
"22845",1998,"19981B99A",1,"B99A","BLUTI",11,23,48,10,NA,10,NA,NA,15,1
"22876",1998,"19981CP10",1,"CP10","BLUTI",9,26,48,9,NA,9,NA,NA,14,0
"22878",1998,"19981CP14A",1,"CP14A","BLUTI",10,25,46,10,NA,10,NA,NA,12,0
"22879",1998,"19981CP16",1,"CP16","BLUTI",8,29,52,7,NA,7,NA,NA,16,1
"22880",1998,"19981CP17",1,"CP17","BLUTI",12,28,57,10,NA,7,NA,NA,18,2
"22881",1998,"19981CP20",1,"CP20","BLUTI",8,36,55,7,NA,7,NA,NA,12,1
"22882",1998,"19981CP21",1,"CP21","BLUTI",11,23,48,10,NA,10,NA,NA,15,1
"22894",1998,"19981CP36",1,"CP36","BLUTI",7,40,58,4,NA,4,NA,NA,12,3
"22895",1998,"19981CP37",1,"CP37","BLUTI",9,26,47,9,NA,9,NA,NA,13,0
"22897",1998,"19981CP38A",1,"CP38A","BLUTI",11,27,52,11,NA,11,NA,NA,15,0
"22899",1998,"19981CP4",1,"CP4","BLUTI",8,37,55,6,NA,6,NA,NA,11,2
"22907",1998,"19981CP7",1,"CP7","BLUTI",11,22,46,11,NA,11,NA,NA,14,0
"22911",1998,"19981EX10",1,"EX10","BLUTI",10,21,43,9,NA,9,NA,NA,13,1
"22914",1998,"19981EX12",1,"EX12","BLUTI",10,23,46,8,NA,8,NA,NA,14,2
"22916",1998,"19981EX13",1,"EX13","BLUTI",13,22,47,13,NA,13,NA,NA,13,0
"22917",1998,"19981EX13A",1,"EX13A","BLUTI",10,26,49,10,NA,10,NA,NA,14,0
"22918",1998,"19981EX14",1,"EX14","BLUTI",10,22,50,3,NA,3,NA,NA,19,7
"22919",1998,"19981EX14A",1,"EX14A","BLUTI",11,22,44,10,NA,10,NA,NA,12,1
"22920",1998,"19981EX14B",1,"EX14B","BLUTI",13,26,52,11,NA,11,NA,NA,14,2
"22921",1998,"19981EX15",1,"EX15","BLUTI",10,13,42,10,NA,3,NA,NA,20,0
"22931",1998,"19981EX22",1,"EX22","BLUTI",9,25,45,9,NA,9,NA,NA,12,0
"22935",1998,"19981EX28",1,"EX28","BLUTI",8,26,46,8,NA,8,NA,NA,13,0
"22936",1998,"19981EX29",1,"EX29","BLUTI",5,22,49,4,NA,4,NA,NA,23,1
"22944",1998,"19981EX34A",1,"EX34A","BLUTI",10,26,47,10,NA,10,NA,NA,12,0
"22946",1998,"19981EX35A",1,"EX35A","BLUTI",11,24,47,11,NA,11,NA,NA,13,0
"22947",1998,"19981EX36",1,"EX36","BLUTI",11,27,49,10,NA,10,NA,NA,12,1
"22950",1998,"19981EX39",1,"EX39","BLUTI",9,30,50,1,NA,1,NA,NA,12,8
"22954",1998,"19981EX40",1,"EX40","BLUTI",13,27,60,13,NA,6,NA,NA,21,0
"22956",1998,"19981EX41A",1,"EX41A","BLUTI",9,36,56,6,NA,6,NA,NA,12,3
"22957",1998,"19981EX41C",1,"EX41C","BLUTI",8,28,50,5,NA,5,NA,NA,15,3
"22959",1998,"19981EX42",1,"EX42","BLUTI",10,25,50,9,NA,9,NA,NA,16,1
"22963",1998,"19981EX43C",1,"EX43C","BLUTI",11,39,60,11,NA,11,NA,NA,11,0
"22971",1998,"19981EX48A",1,"EX48A","BLUTI",9,28,49,5,NA,5,NA,NA,13,4
"22976",1998,"19981EX5",1,"EX5","BLUTI",8,31,53,6,NA,6,NA,NA,15,2
"22977",1998,"19981EX50",1,"EX50","BLUTI",10,28,51,7,NA,7,NA,NA,14,3
"22980",1998,"19981EX51B",1,"EX51B","BLUTI",9,25,47,9,NA,9,NA,NA,14,0
"22982",1998,"19981EX53",1,"EX53","BLUTI",11,31,53,9,NA,9,NA,NA,12,2
"22988",1998,"19981EX5A",1,"EX5A","BLUTI",11,22,44,11,NA,10,NA,NA,12,0
"22992",1998,"19981EX62",1,"EX62","BLUTI",10,27,49,9,NA,9,NA,NA,13,1
"22995",1998,"19981EX62C",1,"EX62C","BLUTI",9,30,52,9,NA,9,NA,NA,14,0
"22999",1998,"19981EX62G",1,"EX62G","BLUTI",5,42,NA,NA,NA,0,NA,NA,NA,NA
"23001",1998,"19981EX62I",1,"EX62I","BLUTI",11,28,51,11,NA,11,NA,NA,13,0
"23002",1998,"19981EX63",1,"EX63","BLUTI",10,28,52,8,NA,7,NA,NA,15,2
"23004",1998,"19981EX66",1,"EX66","BLUTI",8,30,50,8,NA,8,NA,NA,13,0
"23007",1998,"19981EX69",1,"EX69","BLUTI",11,25,48,10,NA,10,NA,NA,13,1
"23012",1998,"19981EX72A",1,"EX72A","BLUTI",11,27,51,11,NA,11,NA,NA,14,0
"23019",1998,"19981EX78",1,"EX78","BLUTI",11,28,50,11,NA,11,NA,NA,12,0
"23020",1998,"19981EX79",1,"EX79","BLUTI",12,28,51,12,NA,12,NA,NA,12,0
"23021",1998,"19981EX8",1,"EX8","BLUTI",11,26,50,10,NA,10,NA,NA,14,1
"23023",1998,"19981EX81A",1,"EX81A","BLUTI",9,33,53,9,NA,9,NA,NA,12,0
"23026",1998,"19981EX86",1,"EX86","BLUTI",7,39,57,7,NA,7,NA,NA,12,0
"23027",1998,"19981EX88",1,"EX88","BLUTI",8,31,54,8,NA,0,NA,NA,16,0
"23028",1998,"19981EX89",1,"EX89","BLUTI",7,24,44,7,NA,7,NA,NA,14,0
"23029",1998,"19981EX9",1,"EX9","BLUTI",8,27,48,8,NA,8,NA,NA,14,0
"23032",1998,"19981MP1",1,"MP1","BLUTI",8,37,55,7,NA,5,NA,NA,11,1
"23036",1998,"19981MP15",1,"MP15","BLUTI",8,25,45,7,NA,7,NA,NA,13,1
"23038",1998,"19981MP17",1,"MP17","BLUTI",7,26,48,6,NA,4,NA,NA,16,1
"23039",1998,"19981MP18",1,"MP18","BLUTI",8,32,51,7,NA,7,NA,NA,12,1
"23040",1998,"19981MP19",1,"MP19","BLUTI",9,26,47,9,NA,0,NA,NA,13,0
"23046",1998,"19981MP24",1,"MP24","BLUTI",5,10,43,5,NA,5,NA,NA,29,0
"23047",1998,"19981MP25",1,"MP25","BLUTI",10,28,48,10,NA,0,NA,NA,11,0
"23048",1998,"19981MP28",1,"MP28","BLUTI",12,11,37,10,NA,10,NA,NA,15,2
"23049",1998,"19981MP29",1,"MP29","BLUTI",10,30,51,10,NA,8,NA,NA,12,0
"23051",1998,"19981MP31",1,"MP31","BLUTI",9,29,48,8,NA,0,NA,NA,11,1
"23052",1998,"19981MP32",1,"MP32","BLUTI",10,26,47,10,NA,10,NA,NA,12,0
"23056",1998,"19981MP36",1,"MP36","BLUTI",8,27,46,7,NA,7,NA,NA,12,1
"23057",1998,"19981MP39",1,"MP39","BLUTI",10,25,47,8,NA,8,NA,NA,13,2
"23059",1998,"19981MP40",1,"MP40","BLUTI",11,21,46,11,NA,10,NA,NA,15,0
"23063",1998,"19981MP46",1,"MP46","BLUTI",8,23,43,7,NA,7,NA,NA,13,1
"23064",1998,"19981MP48",1,"MP48","BLUTI",13,10,36,11,NA,11,NA,NA,14,2
"23067",1998,"19981MP51",1,"MP51","BLUTI",8,20,41,8,NA,7,NA,NA,14,0
"23068",1998,"19981MP52",1,"MP52","BLUTI",10,21,43,10,NA,9,NA,NA,13,0
"23070",1998,"19981MP54",1,"MP54","BLUTI",9,13,37,9,NA,9,NA,NA,16,0
"23073",1998,"19981MP57",1,"MP57","BLUTI",9,18,39,8,NA,8,NA,NA,13,1
"23075",1998,"19981MP59",1,"MP59","BLUTI",8,25,45,8,NA,8,NA,NA,13,0
"23077",1998,"19981MP60",1,"MP60","BLUTI",9,23,41,9,NA,9,NA,NA,10,0
"23080",1998,"19981MP63",1,"MP63","BLUTI",11,6,38,10,NA,10,NA,NA,22,1
"23081",1998,"19981MP64",1,"MP64","BLUTI",9,35,53,9,NA,0,NA,NA,10,0
"23083",1998,"19981MP66",1,"MP66","BLUTI",10,12,37,10,NA,10,NA,NA,16,0
"23086",1998,"19981MP7",1,"MP7","BLUTI",9,25,46,8,NA,8,NA,NA,13,1
"23087",1998,"19981MP70",1,"MP70","BLUTI",12,21,46,9,NA,7,NA,NA,14,3
"23089",1998,"19981MP72",1,"MP72","BLUTI",11,17,41,10,NA,10,NA,NA,14,1
"23090",1998,"19981MP73",1,"MP73","BLUTI",10,11,41,9,NA,0,NA,NA,21,1
"23093",1998,"19981MP77",1,"MP77","BLUTI",9,24,46,9,NA,0,NA,NA,14,0
"23094",1998,"19981MP78",1,"MP78","BLUTI",10,29,50,10,NA,10,NA,NA,12,0
"23098",1998,"19981MP84",1,"MP84","BLUTI",7,28,NA,NA,NA,0,NA,NA,NA,NA
"23101",1998,"19981MP88",1,"MP88","BLUTI",12,26,51,12,NA,0,NA,NA,14,0
"23102",1998,"19981MP89",1,"MP89","BLUTI",8,26,46,8,NA,6,NA,NA,13,0
"23106",1998,"19981MS4",1,"MS4","BLUTI",10,24,50,10,NA,10,NA,NA,17,0
"23108",1998,"19981MS6",1,"MS6","BLUTI",12,16,45,12,NA,12,NA,NA,18,0
"23109",1998,"19981O1",1,"O1","BLUTI",9,24,46,9,NA,9,NA,"H301408",14,0
"23110",1998,"19981O101",1,"O101","BLUTI",6,NA,48,5,NA,5,NA,NA,NA,1
"23112",1998,"19981O106",1,"O106","BLUTI",5,24,NA,4,NA,4,NA,NA,NA,1
"23113",1998,"19981O107",1,"O107","BLUTI",12,26,49,12,NA,12,NA,NA,12,0
"23115",1998,"19981O109",1,"O109","BLUTI",10,28,50,10,NA,7,NA,NA,13,0
"23118",1998,"19981O112",1,"O112","BLUTI",6,24,NA,6,NA,6,NA,NA,NA,0
"23120",1998,"19981O114",1,"O114","BLUTI",6,27,49,6,NA,6,NA,NA,17,0
"23123",1998,"19981O117",1,"O117","BLUTI",7,33,51,7,NA,6,NA,NA,12,0
"23125",1998,"19981O119",1,"O119","BLUTI",10,25,NA,8,NA,8,NA,NA,NA,2
"23126",1998,"19981O12",1,"O12","BLUTI",9,26,49,6,NA,6,NA,NA,15,3
"23127",1998,"19981O13",1,"O13","BLUTI",9,35,55,8,NA,4,NA,NA,12,1
"23129",1998,"19981O14",1,"O14","BLUTI",7,25,46,7,NA,5,NA,NA,15,0
"23130",1998,"19981O15",1,"O15","BLUTI",6,28,49,5,NA,5,NA,NA,16,1
"23131",1998,"19981O16",1,"O16","BLUTI",7,35,55,5,NA,5,NA,NA,14,2
"23132",1998,"19981O17",1,"O17","BLUTI",8,21,48,8,NA,8,NA,NA,20,0
"23134",1998,"19981O19",1,"O19","BLUTI",9,41,NA,9,NA,2,NA,NA,NA,0
"23135",1998,"19981O2",1,"O2","BLUTI",10,22,47,10,NA,10,NA,NA,16,0
"23137",1998,"19981O21",1,"O21","BLUTI",4,34,54,3,NA,3,NA,NA,17,1
"23141",1998,"19981O26",1,"O26","BLUTI",9,31,52,9,NA,9,NA,NA,13,0
"23142",1998,"19981O27",1,"O27","BLUTI",3,27,NA,NA,NA,0,NA,NA,NA,NA
"23143",1998,"19981O27A",1,"O27A","BLUTI",9,24,49,6,NA,6,NA,NA,17,3
"23145",1998,"19981O29",1,"O29","BLUTI",10,25,49,10,NA,10,NA,NA,15,0
"23148",1998,"19981O30A",1,"O30A","BLUTI",10,27,54,10,NA,10,NA,NA,18,0
"23149",1998,"19981O32",1,"O32","BLUTI",11,27,49,10,NA,10,NA,NA,12,1
"23150",1998,"19981O33",1,"O33","BLUTI",9,22,47,9,NA,6,NA,NA,17,0
"23151",1998,"19981O34",1,"O34","BLUTI",1,NA,NA,NA,NA,0,NA,NA,NA,NA
"23152",1998,"19981O35",1,"O35","BLUTI",9,31,52,7,NA,7,NA,NA,13,2
"23153",1998,"19981O36",1,"O36","BLUTI",8,34,54,6,NA,3,NA,NA,13,2
"23155",1998,"19981O38",1,"O38","BLUTI",10,32,54,7,NA,3,NA,NA,13,3
"23157",1998,"19981O38B",1,"O38B","BLUTI",10,31,NA,8,NA,5,NA,NA,NA,2
"23159",1998,"19981O4",1,"O4","BLUTI",10,24,49,9,NA,7,NA,NA,16,1
"23160",1998,"19981O41",1,"O41","BLUTI",10,32,55,9,NA,3,NA,NA,14,1
"23161",1998,"19981O42",1,"O42","BLUTI",6,31,NA,5,NA,5,NA,NA,NA,1
"23162",1998,"19981O43",1,"O43","BLUTI",6,30,48,6,NA,6,NA,NA,13,0
"23163",1998,"19981O44",1,"O44","BLUTI",10,26,NA,7,NA,7,NA,NA,NA,3
"23165",1998,"19981O46",1,"O46","BLUTI",11,36,61,11,NA,7,NA,NA,15,0
"23169",1998,"19981O51",1,"O51","BLUTI",6,30,51,5,NA,5,NA,NA,16,1
"23173",1998,"19981O55",1,"O55","BLUTI",10,25,49,10,NA,10,NA,NA,15,0
"23175",1998,"19981O57",1,"O57","BLUTI",1,34,NA,1,NA,1,NA,NA,NA,0
"23178",1998,"19981O5A",1,"O5A","BLUTI",8,27,49,8,NA,8,NA,NA,15,0
"23179",1998,"19981O6",1,"O6","BLUTI",7,28,49,7,NA,7,NA,NA,15,0
"23180",1998,"19981O63",1,"O63","BLUTI",11,24,48,10,NA,10,NA,NA,14,1
"23181",1998,"19981O64",1,"O64","BLUTI",11,24,48,11,NA,5,NA,NA,14,0
"23183",1998,"19981O66",1,"O66","BLUTI",10,12,44,10,NA,10,NA,NA,23,0
"23187",1998,"19981O7",1,"O7","BLUTI",10,27,49,9,NA,9,NA,NA,13,1
"23188",1998,"19981O70",1,"O70","BLUTI",8,33,55,5,NA,5,NA,NA,15,3
"23190",1998,"19981O73",1,"O73","BLUTI",12,28,52,12,NA,11,NA,NA,13,0
"23194",1998,"19981O75D",1,"O75D","BLUTI",9,22,NA,8,NA,8,NA,NA,NA,1
"23195",1998,"19981O76",1,"O76","BLUTI",5,23,48,1,NA,1,NA,NA,21,4
"23197",1998,"19981O78",1,"O78","BLUTI",8,29,49,7,NA,7,NA,NA,13,1
"23198",1998,"19981O79",1,"O79","BLUTI",5,26,49,5,NA,5,NA,NA,19,0
"23201",1998,"19981O82",1,"O82","BLUTI",11,25,51,11,NA,11,NA,NA,16,0
"23202",1998,"19981O83",1,"O83","BLUTI",8,38,60,8,NA,1,NA,NA,15,0
"23204",1998,"19981O85",1,"O85","BLUTI",11,23,NA,9,NA,9,NA,NA,NA,2
"23205",1998,"19981O86",1,"O86","BLUTI",9,27,53,9,NA,9,NA,NA,18,0
"23207",1998,"19981O9",1,"O9","BLUTI",9,24,NA,NA,NA,0,NA,NA,NA,NA
"23208",1998,"19981O93",1,"O93","BLUTI",8,29,55,8,NA,4,NA,NA,19,0
"23209",1998,"19981O94",1,"O94","BLUTI",6,27,55,4,NA,4,NA,NA,23,2
"23210",1998,"19981O96",1,"O96","BLUTI",7,24,NA,7,NA,6,NA,NA,NA,0
"23212",1998,"19981P10",1,"P10","BLUTI",9,25,47,8,NA,8,NA,NA,14,1
"23213",1998,"19981P11",1,"P11","BLUTI",9,30,50,9,NA,9,NA,NA,12,0
"23217",1998,"19981P17",1,"P17","BLUTI",9,33,54,9,NA,7,NA,NA,13,0
"23219",1998,"19981P2",1,"P2","BLUTI",11,33,53,10,NA,6,NA,NA,10,1
"23220",1998,"19981P20",1,"P20","BLUTI",8,40,58,8,NA,5,NA,NA,11,0
"23221",1998,"19981P22",1,"P22","BLUTI",8,38,57,7,NA,6,NA,NA,12,1
"23223",1998,"19981P24",1,"P24","BLUTI",NA,NA,68,3,NA,0,NA,NA,NA,NA
"23224",1998,"19981P3",1,"P3","BLUTI",10,29,50,10,NA,10,NA,NA,12,0
"23228",1998,"19981P7",1,"P7","BLUTI",9,36,57,8,NA,8,NA,NA,13,1
"23229",1998,"19981P8",1,"P8","BLUTI",7,40,57,7,NA,0,NA,NA,11,0
"23230",1998,"19981P9",1,"P9","BLUTI",10,22,44,9,NA,9,NA,NA,13,1
"23232",1998,"19981SW10",1,"SW10","BLUTI",6,26,46,2,NA,2,NA,NA,15,4
"23233",1998,"19981SW101",1,"SW101","BLUTI",9,22,45,7,NA,7,NA,NA,15,2
"23235",1998,"19981SW103",1,"SW103","BLUTI",11,35,58,11,NA,10,NA,NA,13,0
"23236",1998,"19981SW104",1,"SW104","BLUTI",6,27,45,6,NA,5,NA,NA,13,0
"23238",1998,"19981SW106",1,"SW106","BLUTI",8,23,45,8,NA,7,NA,NA,15,0
"23241",1998,"19981SW110",1,"SW110","BLUTI",10,38,56,10,NA,3,NA,NA,9,0
"23242",1998,"19981SW111",1,"SW111","BLUTI",8,22,47,8,NA,8,NA,NA,18,0
"23246",1998,"19981SW117",1,"SW117","BLUTI",9,25,48,4,NA,4,NA,NA,15,5
"23248",1998,"19981SW12",1,"SW12","BLUTI",8,26,47,8,NA,8,NA,NA,14,0
"23250",1998,"19981SW121",1,"SW121","BLUTI",2,NA,NA,NA,NA,0,NA,NA,NA,NA
"23252",1998,"19981SW123",1,"SW123","BLUTI",12,13,40,12,NA,11,NA,NA,16,0
"23257",1998,"19981SW129",1,"SW129","BLUTI",8,38,NA,8,NA,0,NA,NA,NA,0
"23259",1998,"19981SW130",1,"SW130","BLUTI",6,26,45,4,NA,4,NA,NA,14,2
"23260",1998,"19981SW131",1,"SW131","BLUTI",9,31,52,9,NA,8,NA,NA,13,0
"23262",1998,"19981SW133",1,"SW133","BLUTI",9,25,46,9,NA,9,NA,NA,13,0
"23263",1998,"19981SW134",1,"SW134","BLUTI",9,37,56,5,NA,0,NA,NA,11,4
"23264",1998,"19981SW14",1,"SW14","BLUTI",6,24,NA,NA,NA,0,NA,NA,NA,NA
"23268",1998,"19981SW19",1,"SW19","BLUTI",9,30,52,9,NA,4,NA,NA,14,0
"23269",1998,"19981SW2",1,"SW2","BLUTI",9,27,49,9,NA,7,NA,NA,14,0
"23271",1998,"19981SW22",1,"SW22","BLUTI",11,31,54,11,NA,11,NA,NA,13,0
"23273",1998,"19981SW26",1,"SW26","BLUTI",9,32,53,9,NA,5,NA,NA,13,0
"23274",1998,"19981SW27",1,"SW27","BLUTI",10,29,50,10,NA,10,NA,NA,12,0
"23275",1998,"19981SW29",1,"SW29","BLUTI",7,30,50,7,NA,4,NA,NA,14,0
"23276",1998,"19981SW3",1,"SW3","BLUTI",7,45,NA,NA,NA,0,NA,NA,NA,NA
"23280",1998,"19981SW34",1,"SW34","BLUTI",9,27,48,9,NA,9,NA,NA,13,0
"23281",1998,"19981SW35",1,"SW35","BLUTI",8,31,NA,NA,NA,0,NA,NA,NA,NA
"23283",1998,"19981SW37",1,"SW37","BLUTI",10,26,52,10,NA,6,NA,NA,17,0
"23285",1998,"19981SW41",1,"SW41","BLUTI",8,29,52,8,NA,7,NA,NA,16,0
"23287",1998,"19981SW43",1,"SW43","BLUTI",7,NA,NA,5,NA,5,NA,NA,NA,2
"23288",1998,"19981SW44",1,"SW44","BLUTI",7,26,NA,NA,NA,0,NA,NA,NA,NA
"23289",1998,"19981SW45",1,"SW45","BLUTI",9,30,50,9,NA,2,NA,NA,12,0
"23291",1998,"19981SW49",1,"SW49","BLUTI",9,38,57,9,NA,0,NA,NA,11,0
"23294",1998,"19981SW52",1,"SW52","BLUTI",7,28,48,7,NA,6,NA,NA,14,0
"23295",1998,"19981SW54",1,"SW54","BLUTI",7,25,47,7,NA,7,NA,NA,16,0
"23298",1998,"19981SW6",1,"SW6","BLUTI",10,31,56,9,NA,7,NA,NA,16,1
"23299",1998,"19981SW60",1,"SW60","BLUTI",9,25,48,9,NA,9,NA,NA,15,0
"23300",1998,"19981SW63",1,"SW63","BLUTI",8,29,49,8,NA,8,NA,NA,13,0
"23302",1998,"19981SW66",1,"SW66","BLUTI",8,31,52,8,NA,8,NA,NA,14,0
"23303",1998,"19981SW68",1,"SW68","BLUTI",8,29,50,8,NA,8,NA,NA,14,0
"23304",1998,"19981SW69",1,"SW69","BLUTI",8,29,50,5,NA,5,NA,NA,14,3
"23305",1998,"19981SW7",1,"SW7","BLUTI",8,30,52,8,NA,8,NA,NA,15,0
"23306",1998,"19981SW71",1,"SW71","BLUTI",6,29,49,6,NA,6,NA,NA,15,0
"23308",1998,"19981SW77",1,"SW77","BLUTI",11,16,41,11,NA,11,NA,NA,15,0
"23309",1998,"19981SW78",1,"SW78","BLUTI",13,27,53,8,NA,5,NA,NA,14,5
"23311",1998,"19981SW80A",1,"SW80A","BLUTI",12,27,50,12,NA,12,NA,NA,12,0
"23314",1998,"19981SW84",1,"SW84","BLUTI",11,24,47,11,NA,10,NA,NA,13,0
"23315",1998,"19981SW87",1,"SW87","BLUTI",10,22,43,10,NA,10,NA,NA,12,0
"23323",1998,"19981W103",1,"W103","BLUTI",8,NA,NA,8,NA,8,NA,NA,NA,0
"23326",1998,"19981W105",1,"W105","BLUTI",9,28,47,8,NA,8,NA,NA,11,1
"23328",1998,"19981W12",1,"W12","BLUTI",9,27,49,8,NA,8,NA,NA,14,1
"23331",1998,"19981W15",1,"W15","BLUTI",12,22,45,12,NA,12,NA,NA,12,0
"23333",1998,"19981W17",1,"W17","BLUTI",11,16,40,11,NA,0,NA,NA,14,0
"23335",1998,"19981W19",1,"W19","BLUTI",9,31,53,2,NA,2,NA,NA,14,7
"23337",1998,"19981W20",1,"W20","BLUTI",10,25,46,7,NA,7,NA,NA,12,3
"23340",1998,"19981W23",1,"W23","BLUTI",12,28,52,4,NA,4,NA,NA,13,8
"23341",1998,"19981W24",1,"W24","BLUTI",8,30,53,1,NA,0,NA,NA,16,7
"23343",1998,"19981W26",1,"W26","BLUTI",11,24,44,8,NA,8,NA,NA,10,3
"23345",1998,"19981W28",1,"W28","BLUTI",11,18,43,10,NA,10,NA,NA,15,1
"23347",1998,"19981W31",1,"W31","BLUTI",13,22,45,9,NA,9,NA,NA,11,4
"23349",1998,"19981W33",1,"W33","BLUTI",10,32,53,5,NA,5,NA,NA,12,5
"23350",1998,"19981W34",1,"W34","BLUTI",7,27,46,3,NA,3,NA,NA,13,4
"23352",1998,"19981W36",1,"W36","BLUTI",12,NA,31,12,NA,12,NA,NA,NA,0
"23354",1998,"19981W38",1,"W38","BLUTI",12,16,44,10,NA,10,NA,NA,17,2
"23355",1998,"19981W39",1,"W39","BLUTI",14,22,45,12,NA,12,NA,NA,10,2
"23356",1998,"19981W40",1,"W40","BLUTI",10,24,NA,NA,NA,0,NA,NA,NA,NA
"23358",1998,"19981W42",1,"W42","BLUTI",9,26,46,7,NA,7,NA,NA,12,2
"23359",1998,"19981W43",1,"W43","BLUTI",10,16,43,6,NA,6,NA,NA,18,4
"23360",1998,"19981W44",1,"W44","BLUTI",12,24,NA,NA,NA,0,NA,NA,NA,NA
"23365",1998,"19981W4A",1,"W4A","BLUTI",9,24,46,9,NA,9,NA,NA,14,0
"23368",1998,"19981W50",1,"W50","BLUTI",8,25,43,8,NA,8,NA,NA,11,0
"23369",1998,"19981W51",1,"W51","BLUTI",8,NA,51,8,NA,8,NA,NA,NA,0
"23370",1998,"19981W51A",1,"W51A","BLUTI",9,25,47,9,NA,9,NA,NA,14,0
"23372",1998,"19981W53",1,"W53","BLUTI",13,17,45,10,NA,10,NA,NA,16,3
"23374",1998,"19981W55",1,"W55","BLUTI",10,21,42,10,NA,10,NA,NA,12,0
"23377",1998,"19981W58",1,"W58","BLUTI",10,22,45,10,NA,10,NA,NA,14,0
"23379",1998,"19981W6",1,"W6","BLUTI",8,36,55,8,NA,8,NA,NA,12,0
"23381",1998,"19981W61",1,"W61","BLUTI",10,28,49,9,NA,9,NA,NA,12,1
"23382",1998,"19981W62",1,"W62","BLUTI",10,23,46,9,NA,9,NA,NA,14,1
"23383",1998,"19981W63",1,"W63","BLUTI",9,25,NA,NA,NA,0,NA,NA,NA,NA
"23384",1998,"19981W64",1,"W64","BLUTI",10,10,34,10,NA,10,NA,NA,15,0
"23386",1998,"19981W65",1,"W65","BLUTI",12,17,46,10,NA,10,NA,NA,18,2
"23387",1998,"19981W66",1,"W66","BLUTI",8,31,52,6,NA,6,NA,NA,14,2
"23388",1998,"19981W67",1,"W67","BLUTI",10,26,46,2,NA,0,NA,NA,11,8
"23391",1998,"19981W7",1,"W7","BLUTI",9,28,48,8,NA,8,NA,NA,12,1
"23392",1998,"19981W72",1,"W72","BLUTI",9,24,44,9,NA,9,NA,NA,12,0
"23394",1998,"19981W74",1,"W74","BLUTI",10,24,46,7,NA,7,NA,NA,13,3
"23395",1998,"19981W75",1,"W75","BLUTI",8,30,49,8,NA,8,NA,NA,12,0
"23402",1998,"19981W80",1,"W80","BLUTI",8,32,50,8,NA,8,NA,NA,11,0
"23404",1998,"19981W83",1,"W83","BLUTI",9,17,42,6,NA,2,NA,NA,17,3
"23405",1998,"19981W84",1,"W84","BLUTI",9,18,42,7,NA,7,NA,NA,16,2
"23407",1998,"19981W89",1,"W89","BLUTI",6,28,59,4,NA,4,NA,NA,26,2
"23408",1998,"19981W9",1,"W9","BLUTI",9,35,55,8,NA,8,NA,NA,12,1
"23410",1998,"19981W92",1,"W92","BLUTI",11,32,53,5,NA,5,NA,NA,11,6
"23411",1998,"19981W93",1,"W93","BLUTI",13,17,43,12,NA,12,NA,NA,14,1
"23414",1998,"19981W97",1,"W97","BLUTI",9,24,45,8,NA,8,NA,NA,13,1
"23416",1998,"19981W99",1,"W99","BLUTI",10,NA,39,6,NA,2,NA,NA,NA,4
"23418",1998,"19982MP34",2,"MP34","BLUTI",9,NA,44,9,NA,9,NA,NA,NA,0
"23419",1998,"19982MP56",2,"MP56","BLUTI",8,29,49,8,NA,8,NA,NA,13,0
"23423",1999,"19991B1",1,"B1","BLUTI",6,28,45,6,NA,5,NA,NA,12,0
"23426",1999,"19991B109",1,"B109","BLUTI",11,27,48,11,NA,8,NA,NA,11,0
"23427",1999,"19991B11",1,"B11","BLUTI",8,15,39,8,NA,0,NA,NA,17,0
"23429",1999,"19991B114",1,"B114","BLUTI",8,24,43,7,NA,7,NA,NA,12,1
"23431",1999,"19991B121",1,"B121","BLUTI",8,29,50,8,NA,0,NA,NA,14,0
"23434",1999,"19991B13",1,"B13","BLUTI",9,28,48,9,NA,5,NA,NA,12,0
"23435",1999,"19991B130",1,"B130","BLUTI",7,14,38,5,NA,0,NA,NA,18,2
"23436",1999,"19991B138",1,"B138","BLUTI",9,27,49,8,NA,3,NA,NA,14,1
"23438",1999,"19991B144",1,"B144","BLUTI",9,28,51,8,NA,1,NA,NA,15,1
"23439",1999,"19991B148",1,"B148","BLUTI",12,26,53,11,NA,6,NA,NA,16,1
"23440",1999,"19991B149",1,"B149","BLUTI",10,31,51,8,NA,8,NA,NA,11,2
"23441",1999,"19991B15",1,"B15","BLUTI",8,18,52,8,NA,0,NA,NA,27,0
"23443",1999,"19991B153",1,"B153","BLUTI",10,28,NA,10,NA,6,NA,NA,NA,0
"23445",1999,"19991B162",1,"B162","BLUTI",12,12,NA,NA,NA,0,NA,NA,NA,NA
"23446",1999,"19991B166",1,"B166","BLUTI",8,20,NA,7,NA,7,NA,NA,NA,1
